Team|223|Málaga
Team|39|Manchester United
Team|218|Real Betis
Team|902|Huesca
Team|105|Portsmouth
Team|791|South Korea
Team|1206|Canada Women's
Team|243|AC Milan
Team|865|England Women's
Team|785|Croatia
Team|206|Deportivo Alavés
Team|764|Orlando Pride
Team|858|Sweden Women's
Team|767|Utah Royals
Team|608|Albacete
Team|38|Tottenham Hotspur
Team|973|Bristol City WFC
Team|36|Manchester City
Team|1107|Thailand Women's
Team|208|Las Palmas
Team|222|Villarreal
Team|33|Chelsea
Team|1208|Cameroon Women's
Team|749|Tottenham Hotspur Women
Team|796|Russia
Team|98|Blackburn Rovers
Team|792|Australia
Team|761|Chicago Red Stars
Team|212|Atlético Madrid
Team|37|Newcastle United
Team|967|Everton LFC
Team|1219|Xerez
